path,filename,label,Question,original_text,Request,token_repeat_3,sentence_repeat_3,token_repeat_5,sentence_repeat_5,token_repeat_10,sentence_repeat_10
../data/image/hand_blower/n03483316_15938.JPEG,n03483316_15938,hand_blower,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What is the brand of the hair dryer shown in the picture?,oska,oska oska oska oska,oska oska oska,oska oska oska oska oska oska,oska oska oska oska oska,oska oska oska oska oska oska oska oska oska oska oska,oska oska oska oska oska oska oska oska oska oska
../data/image/hand_blower/n03483316_15277.JPEG,n03483316_15277,hand_blower,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What is the person doing in the picture?,drying hair,drying hair hair hair hair,drying hair drying hair drying hair,drying hair hair hair hair hair hair,drying hair drying hair drying hair drying hair drying hair,drying hair hair hair hair hair hair hair hair hair hair hair,drying hair drying hair drying hair drying hair drying hair drying hair drying hair drying hair drying hair drying hair
../data/image/hand_blower/n03483316_4966.JPEG,n03483316_4966,hand_blower,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What is the purpose of the hair dryer shown in the picture?,drying hair,drying hair hair hair hair,drying hair drying hair drying hair,drying hair hair hair hair hair hair,drying hair drying hair drying hair drying hair drying hair,drying hair hair hair hair hair hair hair hair hair hair hair,drying hair drying hair drying hair drying hair drying hair drying hair drying hair drying hair drying hair drying hair
../data/image/hand_blower/n03483316_9368.JPEG,n03483316_9368,hand_blower,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What is the purpose of the device shown in the picture?,drying hair,drying hair hair hair hair,drying hair drying hair drying hair,drying hair hair hair hair hair hair,drying hair drying hair drying hair drying hair drying hair,drying hair hair hair hair hair hair hair hair hair hair hair,drying hair drying hair drying hair drying hair drying hair drying hair drying hair drying hair drying hair drying hair
../data/image/hand_blower/n03483316_17231.JPEG,n03483316_17231,hand_blower,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What type of bathroom do you think this is?,hotel bathroom,hotel bathroom bathroom bathroom bathroom,hotel bathroom hotel bathroom hotel bathroom,hotel bathroom bathroom bathroom bathroom bathroom bathroom,hotel bathroom hotel bathroom hotel bathroom hotel bathroom hotel bathroom,hotel bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom,hotel bathroom hotel bathroom hotel bathroom hotel bathroom hotel bathroom hotel bathroom hotel bathroom hotel bathroom hotel bathroom hotel bathroom
../data/image/plastic_bag/n03958227_135.JPEG,n03958227_135,plastic_bag,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What type of packaging does Hazel Valley Packaging specialize in?,Hazel Valley Packaging specializes in plastic packaging.,Hazel Valley Packaging specializes in plastic packaging packaging packaging packaging,Hazel Valley Packaging specializes in plastic packaging Hazel Valley Packaging specializes in plastic packaging Hazel Valley Packaging specializes in plastic packaging,Hazel Valley Packaging specializes in plastic packaging packaging packaging packaging packaging packaging,Hazel Valley Packaging specializes in plastic packaging Hazel Valley Packaging specializes in plastic packaging Hazel Valley Packaging specializes in plastic packaging Hazel Valley Packaging specializes in plastic packaging Hazel Valley Packaging specializes in plastic packaging,Hazel Valley Packaging specializes in plastic packaging packaging packaging packaging packaging packaging packaging packaging packaging packaging packaging,Hazel Valley Packaging specializes in plastic packaging Hazel Valley Packaging specializes in plastic packaging Hazel Valley Packaging specializes in plastic packaging Hazel Valley Packaging specializes in plastic packaging Hazel Valley Packaging specializes in plastic packaging Hazel Valley Packaging specializes in plastic packaging Hazel Valley Packaging specializes in plastic packaging Hazel Valley Packaging specializes in plastic packaging Hazel Valley Packaging specializes in plastic packaging Hazel Valley Packaging specializes in plastic packaging
../data/image/plastic_bag/n03958227_6033.JPEG,n03958227_6033,plastic_bag,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What items are being prepared for cooking in the picture?,meat,meat meat meat meat,meat meat meat,meat meat meat meat meat meat,meat meat meat meat meat,meat meat meat meat meat meat meat meat meat meat meat,meat meat meat meat meat meat meat meat meat meat
../data/image/plastic_bag/n03958227_8725.JPEG,n03958227_8725,plastic_bag,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What is the cat doing in the plastic bags?,laying,laying laying laying laying,laying laying laying,laying laying laying laying laying laying,laying laying laying laying laying,laying laying laying laying laying laying laying laying laying laying laying,laying laying laying laying laying laying laying laying laying laying
../data/image/plastic_bag/n03958227_400.JPEG,n03958227_400,plastic_bag,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What items are being carried in the plastic bag?,groceries,groceries groceries groceries groceries,groceries groceries groceries,groceries groceries groceries groceries groceries groceries,groceries groceries groceries groceries groceries,groceries groceries groceries groceries groceries groceries groceries groceries groceries groceries groceries,groceries groceries groceries groceries groceries groceries groceries groceries groceries groceries
../data/image/plastic_bag/n03958227_6415.JPEG,n03958227_6415,plastic_bag,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What is the purpose of the black plastic bag on the sidewalk?,trash,trash trash trash trash,trash trash trash,trash trash trash trash trash trash,trash trash trash trash trash,trash trash trash trash trash trash trash trash trash trash trash,trash trash trash trash trash trash trash trash trash trash
../data/image/pot/n03991062_28793.JPEG,n03991062_28793,pot,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What type of plant is growing in the terracotta pot?,pink flowers,pink flowers flowers flowers flowers,pink flowers pink flowers pink flowers,pink flowers flowers flowers flowers flowers flowers,pink flowers pink flowers pink flowers pink flowers pink flowers,pink flowers flowers flowers flowers flowers flowers flowers flowers flowers flowers flowers,pink flowers pink flowers pink flowers pink flowers pink flowers pink flowers pink flowers pink flowers pink flowers pink flowers
../data/image/pot/n03991062_19430.JPEG,n03991062_19430,pot,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What type of plants are growing in the pot?,flowers,flowers flowers flowers flowers,flowers flowers flowers,flowers flowers flowers flowers flowers flowers,flowers flowers flowers flowers flowers,flowers flowers flowers flowers flowers flowers flowers flowers flowers flowers flowers,flowers flowers flowers flowers flowers flowers flowers flowers flowers flowers
../data/image/pot/n03991062_7215.JPEG,n03991062_7215,pot,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What types of flowers are featured in the hanging basket in the picture?,"The hanging basket in the picture features a variety of flowers, including pink and purple flowers.",The hanging basket in the picture features a variety of flowers flowers flowers flowers,The hanging basket in the picture features a variety of flowers The hanging basket in the picture features a variety of flowers The hanging basket in the picture features a variety of flowers,The hanging basket in the picture features a variety of flowers flowers flowers flowers flowers flowers,The hanging basket in the picture features a variety of flowers The hanging basket in the picture features a variety of flowers The hanging basket in the picture features a variety of flowers The hanging basket in the picture features a variety of flowers The hanging basket in the picture features a variety of flowers,The hanging basket in the picture features a variety of flowers flowers flowers flowers flowers flowers flowers flowers flowers flowers flowers,The hanging basket in the picture features a variety of flowers The hanging basket in the picture features a variety of flowers The hanging basket in the picture features a variety of flowers The hanging basket in the picture features a variety of flowers The hanging basket in the picture features a variety of flowers The hanging basket in the picture features a variety of flowers The hanging basket in the picture features a variety of flowers The hanging basket in the picture features a variety of flowers The hanging basket in the picture features a variety of flowers The hanging basket in the picture features a variety of flowers
../data/image/pot/n03991062_33026.JPEG,n03991062_33026,pot,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What type of plants are these seedlings growing in?,seedling,seedling seedling seedling seedling,seedling seedling seedling,seedling seedling seedling seedling seedling seedling,seedling seedling seedling seedling seedling,seedling seedling seedling seedling seedling seedling seedling seedling seedling seedling seedling,seedling seedling seedling seedling seedling seedling seedling seedling seedling seedling
../data/image/pot/n03991062_10556.JPEG,n03991062_10556,pot,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What type of plant is shown in the picture?,succulent,succulent succulent succulent succulent,succulent succulent succulent,succulent succulent succulent succulent succulent succulent,succulent succulent succulent succulent succulent,succulent succulent succulent succulent succulent succulent succulent succulent succulent succulent succulent,succulent succulent succulent succulent succulent succulent succulent succulent succulent succulent
